word,shift
亚特兰大,0.471366
马建平,0.471354
软硬,0.471236
两星期,0.470952
西兰花,0.470919
升值,0.470845
调研组,0.470827
合作愉快,0.470821
重大新闻,0.470738
变好,0.470627
大众,0.470580
希腊政府,0.470511
五斗米,0.470506
休班,0.470440
北斗星,0.470420
情意,0.470381
民富国强,0.470369
课件,0.470350
都是种,0.470346
厅里,0.470256
伊朗人,0.470239
政变,0.470119
择选,0.470080
天义,0.470073
转头,0.470021
评书,0.469999
高官厚禄,0.469998
金字招牌,0.469928
光速,0.469834
进阶,0.469806
万民,0.469768
全员,0.469700
记成,0.469682
南岗,0.469656
奔奔,0.469652
一帮人,0.469619
虽说,0.469475
行动队,0.469300
江平原,0.469291
小板,0.469288
完全,0.469259
刘备,0.469239
张志新,0.469228
深圳,0.469216
缓缓,0.469168
渴慕,0.468888
器皿,0.468851
风与,0.468817
哥俩,0.468752
快干,0.468681
听会,0.468614
正果,0.468591
哈勒姆,0.468558
不在此列,0.468442
泥猴,0.468442
打高尔夫,0.468412
法律常识,0.468353
邮局,0.468208
即好,0.468187
语气,0.468147
五世,0.468092
偏少,0.468054
莅临,0.467958
马扎罗,0.467934
周云蓬,0.467793
科博会,0.467731
亚龙湾,0.467691
浪漫,0.467634
夏治,0.467496
夏利,0.467303
重组,0.467073
苏献忠,0.467064
广大群众,0.467035
应天,0.466993
县内,0.466803
还给,0.466700
日趋严重,0.466565
希望小学,0.466560
前些年,0.466364
三门峡市,0.466326
巴甫洛夫,0.466280
顶端,0.466273
王教授,0.466250
定论,0.466239
辣木,0.466215
塑造出,0.466208
胶鞋,0.466009
王蕾,0.465931
中策,0.465833
大器,0.465827
罗旭,0.465738
郑爽,0.465701
在即,0.465645
牙齿,0.465594
大老,0.465492
订价,0.465391
慢步,0.465195
檀香山,0.465162
勤学,0.465075
梦之旅,0.465011
福如东海,0.464842
一多半,0.464829
月儿,0.464791
高难,0.464735
幻觉,0.464477
恨之入骨,0.464443
麻将牌,0.464396
老祖母,0.464392
波哥大,0.464312
重构,0.464303
无牵无挂,0.464233
罗比,0.464091
大足,0.464070
成片,0.464060
过得去,0.464031
公安,0.463999
伶俐,0.463878
河清,0.463818
白狐,0.463790
恶心,0.463570
眼镜,0.463342
内战,0.463177
赛区,0.463149
往下拉,0.463133
决定,0.463058
切片,0.463000
出国游,0.462971
中国乒乓球队,0.462943
佛教徒,0.462848
分水岭,0.462733
舞姬,0.462667
汇给,0.462579
方案,0.462172
北京台,0.462052
好运来,0.462016
严防,0.461940
影吧,0.461863
怠慢,0.461635
杀掉,0.461595
德才兼备,0.461364
名利双收,0.461330
毛瑟,0.461261
苏斯,0.461245
国际博物馆,0.461228
大嫂,0.461208
藩篱,0.461062
下机,0.461046
横竖,0.461015
雁声,0.460830
提意见,0.460677
柏树,0.460668
牧民,0.460664
拉达克,0.460608
处处,0.460502
游牧,0.460409
专题报道,0.460404
关键时期,0.460353
疏散,0.460320
蝉联冠军,0.460236
遭人,0.460176
单反相机,0.460095
断崖,0.460005
和面,0.459880
兴致勃勃,0.459721
一知半解,0.459672
打字机,0.459529
螃蟹,0.459279
等等,0.459250
海啸,0.459217
商量,0.459164
核潜艇,0.459140
外星人,0.459128
这家,0.459084
垂涎欲滴,0.459060
沽源,0.458947
欲哭无泪,0.458916
全然不知,0.458905
有朝一日,0.458829
采血,0.458810
划去,0.458808
下堂,0.458721
后裔,0.458627
高悬,0.458596
建好,0.458480
仆人,0.458439
小白菜,0.458374
手摇,0.458346
不法,0.458203
矿坑,0.458188
北海市,0.458102
流产,0.458093
欧美大,0.458067
小题,0.458032
武器装备,0.457941
波澜不惊,0.457934
闻道,0.457900
风生水,0.457862
行乞,0.457802
阴谋家,0.457739
拓荒者,0.457627
永春县,0.457515
连洗,0.457461
当务之急,0.457459
算法,0.457349
借给,0.457347
基本,0.457334
必要,0.457307
坐牢,0.457152
炸得,0.457131
详细分析,0.457115
石川县,0.457100
腹背受敌,0.457017
分批,0.457010
训练场,0.456934
稳稳当当,0.456933
不死鸟,0.456736
施一公,0.456726
花仙子,0.456683
大部份,0.456677
浏览,0.456631
山羊皮,0.456467
卫星电视,0.456434
跳蚤市场,0.456433
造型艺术,0.456370
退化,0.456315
谈论,0.456295
京剧演员,0.456204
拼命三郎,0.456129
笑着,0.456071
领赏,0.456061
睡过,0.456022
衬底,0.455844
等同于,0.455834
糖浆,0.455823
周六,0.455796
深深地,0.455700
提报,0.455556
其人,0.455485
青春期,0.455459
有胆有识,0.455330
秦始皇,0.455316
字幕,0.455312
有用吗,0.455259
星探,0.454907
才有大,0.454907
冥冥,0.454812
阳光男孩,0.454645
指路,0.454608
苏健,0.454587
保驾护航,0.454445
投入市场,0.454435
来听,0.454330
演变史,0.454299
要以,0.454286
查封,0.454284
何玲,0.454067
基本一致,0.453983
果盘,0.453936
象背,0.453844
一带,0.453765
艳霞,0.453752
故称,0.453729
明令禁止,0.453724
党史,0.453694
帕尔,0.453658
科学发展观,0.453513
没准儿,0.453407
冤案,0.453371
海疆,0.453330
带团,0.453307
舍生忘死,0.453174
本意,0.453159
八九十,0.453083
美德,0.453050
连年,0.453038
禅心,0.452976
张皎,0.452913
一年到头,0.452899
英勇无畏,0.452841
中部,0.452808
气象预报,0.452739
年岁,0.452602
绵阳,0.452591
三湖,0.452552
卫生死角,0.452527
厦门市,0.452445
柔石,0.452402
义兴,0.452395
卓尼县,0.452391
叙利亚,0.452307
乔治亚,0.452280
去找,0.452269
不论,0.452266
正派,0.452219
中美,0.452149
集纳,0.452136
脚下,0.452086
三亚机场,0.452047
过草地,0.451824
商号,0.451824
夺食,0.451662
西芹,0.451615
相会,0.451545
出卖人,0.451513
花牛,0.451496
老茶馆,0.451438
走单骑,0.451401
富二代,0.451348
大忙人,0.451180
民意代表,0.451169
痴情,0.451132
必能,0.450955
女同事,0.450933
易发,0.450845
吸氧,0.450749
食料,0.450642
雨石,0.450446
迷醉,0.450417
致贫,0.450407
陈里,0.450364
刻录,0.450347
于其,0.450234
捕捉,0.450204
南疆,0.450194
有情人,0.450107
古民居,0.450075
必胜客,0.450074
裁衣,0.450035
共存亡,0.449996
开天窗,0.449876
摊开,0.449854
沈氏,0.449801
原产,0.449790
很急,0.449688
导体,0.449538
颇重,0.449404
汉服,0.449272
下到,0.449077
交互,0.449060
西看,0.449056
牵到,0.449050
至正,0.448955
周虹,0.448908
验过,0.448883
父爱,0.448879
外国货,0.448798
马格,0.448589
华洋,0.448563
摔跤,0.448538
紫气东来,0.448532
出声,0.448495
神女,0.448444
借此机会,0.448353
意大利,0.448274
柿叶,0.448271
于是就,0.448194
章法,0.448179
歌剧舞剧院,0.447945
毛在,0.447872
不容小视,0.447865
奶茶店,0.447802
明辨,0.447710
难怪,0.447591
筋斗云,0.447566
毛躁,0.447268
三重县,0.446970
国共两党,0.446930
云淡风轻,0.446908
微调,0.446860
人民英雄纪念碑,0.446850
少儿不宜,0.446635
挑灯夜战,0.446589
荞面,0.446549
无一例外,0.446533
寻根,0.446460
黔南布依族苗族自治州,0.446360
永远,0.446282
海鱼,0.446233
滑入,0.446168
产品出口,0.446029
牵动,0.445998
休止,0.445977
氯丁橡胶,0.445964
俄罗斯政府,0.445796
反导,0.445794
春风,0.445692
演练,0.445670
抱憾终生,0.445657
东营,0.445596
数倍,0.445408
如期举行,0.445373
小天才,0.445325
厘米,0.445302
不良行为,0.445302
发生地,0.445262
滋生,0.445017
杂工,0.445015
愿景,0.444977
护花使者,0.444841
全体,0.444532
戈戈,0.444470
学子,0.444281
想用,0.444237
排除万难,0.444212
傅莹,0.444148
抢点,0.444034
内在联系,0.444016
接住,0.444008
罗德,0.443989
遍数,0.443934
看住,0.443901
纯粹,0.443885
面对现实,0.443878
集中精力,0.443835
阴影,0.443833
牵头,0.443761
侧重,0.443653
可点,0.443637
说白了,0.443587
森林保护,0.443470
晋阳,0.443456
老怪,0.443246
雨后春笋,0.443203
吞并,0.443142
半仙,0.443119
老萧,0.443066
圆满完成,0.442906
浙南,0.442860
小边,0.442676
秋茶,0.442668
搀假,0.442657
种子选手,0.442619
市县,0.442594
沙和,0.442568
发出通知,0.442561
呱呱叫,0.442549
瑶族,0.442530
烧黑,0.442506
飓风,0.442486
灰溜溜,0.442382
不利,0.442374
孙立人,0.442311
擦身而过,0.442285
拔起,0.442265
美圆,0.442202
六州,0.442047
小猴子,0.442009
棚屋,0.442005
夸夸,0.441975
强大,0.441925
大扫除,0.441900
中国卫生部,0.441841
极为重要,0.441762
粤剧,0.441625
重大意义,0.441559
代代,0.441501
鲑鱼,0.441457
若即若离,0.441452
径自,0.441437
雇用,0.441278
优价,0.441194
副总监,0.441136
不计成本,0.441034
儿童片,0.441034
红叶,0.441026
仁政,0.440969
无线电,0.440963
有何不可,0.440931
深圳大学,0.440925
壹基金,0.440910
妊娠,0.440873
回赠,0.440852
新闻资讯,0.440825
编造,0.440777
考核制度,0.440752
公积金,0.440741
长征医院,0.440736
玄关,0.440646
天龙八部,0.440636
揭发,0.440570
活跃,0.440556
独到之处,0.440459
自掘坟墓,0.440349
乔家,0.440167
永定县,0.440029
整改措施,0.440020
爱达,0.440009
探视,0.440007
全人类,0.439738
击落,0.439685
古庙,0.439664
弹丸之地,0.439624
杨镇,0.439579
独脚,0.439490
压压,0.439354
山不转,0.439349
粗放,0.439329
悲欢,0.439287
不羁,0.439182
横空出世,0.439181
登记证,0.439164
仁爱,0.439060
压着,0.438991
这款,0.438990
基本农田,0.438973
一次性,0.438960
没准,0.438913
政企,0.438882
来迟,0.438799
承想,0.438792
万难,0.438667
还过,0.438541
排头兵,0.438441
英烈,0.438406
丛林,0.438392
伊兹密尔,0.438375
风物长宜放眼量,0.438351
蓄势待发,0.438299
十八九,0.438251
矢志,0.438210
嘴唇,0.438142
那朵,0.438112
蓝队,0.437940
登山运动,0.437902
酒徒,0.437898
通麦,0.437693
小和尚,0.437663
分行,0.437553
上个世纪,0.437483
没有勇气,0.437405
要带头,0.437361
强将,0.437357
日记本,0.437215
构成威胁,0.437147
败坏,0.437138
发于,0.437137
云梦,0.437117
万马奔腾,0.437116
疑虑,0.436940
围绕,0.436930
黑鱼,0.436684
难以实现,0.436632
有异,0.436560
土木工程,0.436522
前身,0.436504
跑进,0.436470
考题,0.436456
劲头,0.436445
缺角,0.436413
格桑花,0.436315
角斗场,0.436304
病毒,0.436209
中心区,0.436069
电白,0.436049
来西,0.436041
献丑,0.436024
扫雪,0.435964
无人区,0.435945
艾肯,0.435872
茵茵,0.435859
传送,0.435844
收受,0.435784
碎片,0.435764
校园,0.435722
普密蓬,0.435704
鹏程万里,0.435619
受过,0.435460
刻板,0.435384
能留,0.435335
民资,0.435328
侵袭,0.435289
顾贝贝,0.435272
古雅,0.435146
小魔仙,0.435031
长留,0.434718
少妇,0.434705
退税,0.434682
思想感情,0.434398
冬奥,0.434395
接口处,0.434374
玛丽安,0.434249
那曲地区,0.434159
农谚,0.433946
主体工程,0.433869
车船税,0.433352
发卷,0.433311
界河,0.433111
从来,0.433106
反对者,0.433084
修修,0.433045
恒达,0.432999
宝库,0.432983
手制,0.432941
科罗拉多州,0.432826
新址,0.432699
于公,0.432648
教徒,0.432626
插进,0.432593
欢度春节,0.432517
查办,0.432499
古往今来,0.432457
两岸关系,0.432426
研判,0.432385
信息产业,0.432369
老僧,0.432355
惶恐不安,0.432111
迫不急待,0.432094
网络作家,0.432092
刘凯,0.432023
码头,0.431813
犬牙交错,0.431803
左侧,0.431567
打洞,0.431544
厕纸,0.431524
此公,0.431262
功力,0.431241
最好,0.431233
取闹,0.431204
营利性,0.431195
人言,0.431185
虚弱,0.431137
下落,0.431124
正着,0.430936
各部委,0.430885
奇缘,0.430880
外逃,0.430857
哈萨克,0.430798
法制建设,0.430772
天黑黑,0.430744
油站,0.430733
美容院,0.430673
邹城,0.430639
神变,0.430392
时机未到,0.430375
中洞,0.430375
百年之后,0.430311
罗总,0.430271
意念,0.430166
赛车场,0.429971
司法,0.429968
减税,0.429919
庙后,0.429876
菲利普,0.429864
山坳,0.429823
交错,0.429783
港台,0.429727
创造,0.429669
权力,0.429583
摇身,0.429529
安静,0.429528
并不多,0.429507
黄河流域,0.429501
那时候,0.429374
郴州市,0.429272
海淀区政府,0.429246
水底,0.429178
美少年,0.429045
郭胜,0.428977
胜算,0.428896
倒金字塔,0.428874
抢救,0.428805
玉照,0.428725
完善,0.428614
增辉,0.428330
海深,0.428286
崽儿,0.428280
芹菜,0.428280
犯罪团伙,0.428271
相谈,0.428162
皇皇,0.428159
月份,0.428119
混战,0.428117
达海,0.428064
母语,0.428048
爱好和平,0.428036
绥滨,0.428033
高院,0.427822
约束力,0.427803
音乐堂,0.427716
久之,0.427388
老海,0.427381
增收,0.427272
供热,0.427266
童贞,0.427244
胸前,0.427228
领养人,0.427180
宴席,0.427180
黄果树,0.427122
忠于职守,0.427099
余人,0.427073
公司财务,0.426938
咂嘴,0.426697
回家路上,0.426655
学前,0.426526
阿博,0.426445
总分,0.426441
机遇,0.426404
变形金刚,0.426394
行动计划,0.426202
王青,0.426188
茶行,0.426179
肉汁,0.426166
于是来,0.426107
副总裁,0.425966
原始社会,0.425956
斯特拉斯堡,0.425942
活口,0.425941
孙师傅,0.425799
短短的,0.425776
张来,0.425650
相互关系,0.425641
两弹一星,0.425583
绣娘,0.425531
货架,0.425508
求子,0.425406
旅游区,0.425397
虎视眈眈,0.425299
买回来,0.425261
圈外,0.425041
地缘,0.424978
今儿,0.424977
见得,0.424961
创办,0.424916
貌相,0.424892
鸿山,0.424885
华夏大地,0.424876
王冲,0.424847
慢一拍,0.424794
排版,0.424726
玉手,0.424684
附院,0.424623
给足,0.424511
培训部,0.424474
朱旭,0.424460
管理司,0.424408
教民,0.424384
懂不懂,0.424350
装备齐全,0.424234
剧院,0.424192
韵文,0.424178
君越,0.424176
葡萄沟,0.424165
黑虎,0.424128
力帆,0.423821
百思不得其解,0.423776
疾风知劲草,0.423655
骑着,0.423576
居住地,0.423566
防患未然,0.423501
胡汉,0.423461
字音,0.423415
投入产出,0.423410
挥舞,0.423406
登时,0.423363
张为,0.423342
洱源,0.423296
铁钉,0.423253
没多久,0.423181
秦刚,0.423177
未成年人,0.423090
环境治理,0.423006
西台,0.422865
风险评估,0.422835
大型活动,0.422827
电影业,0.422781
派头,0.422749
华媒,0.422736
赤坎,0.422735
安倍,0.422717
水客,0.422613
仓山,0.422543
大眼睛,0.422522
俄罗斯,0.422098
末梢,0.422008
美人计,0.421996
九眼桥,0.421994
少儿,0.421959
饮用,0.421871
装蒜,0.421869
远投,0.421865
适用房,0.421831
地球上,0.421723
臂章,0.421689
上都,0.421669
夜长梦多,0.421487
外型,0.421469
宁静致远,0.421433
田地,0.421263
政府网,0.421150
海峡两岸,0.421141
重点,0.421035
乱成一团,0.420957
监管局,0.420830
守时,0.420776
再定,0.420738
温差,0.420733
为时尚早,0.420709
直拨,0.420703
药局,0.420457
坪山,0.420428
游龙,0.420424
海珠区,0.420378
各界人士,0.420252
不怨,0.420232
了然于心,0.420230
小邱,0.420215
陈国强,0.420109
滇中,0.420097
程氏,0.420078
石木,0.420027
米市,0.419548
权威部门,0.419475
摆平,0.419457
主语,0.419364
电流,0.419335
根蒂,0.419333
采买,0.419313
乌特勒,0.419313
干戈,0.419185
平桥,0.419176
改进型,0.419106
升压,0.419009
儿童心理,0.418942
良善,0.418865
耗费,0.418806
挺好,0.418792
唤来,0.418762
小生意,0.418671
伯尔,0.418629
鼎鼎有名,0.418618
岗顶,0.418593
温格,0.418523
来京,0.418463
表面文章,0.418362
稳拿,0.418275
股份制,0.418202
墙角,0.418199
新鲜空气,0.418124
何地,0.418124
维护,0.418073
仙剑,0.418011
谁来管,0.417988
磁悬浮,0.417929
责问,0.417894
人尽皆知,0.417878
捧得,0.417863
养殖区,0.417858
准确无误,0.417843
佳肴,0.417745
踏入,0.417706
勾勒,0.417668
茅台酒厂,0.417483
五指,0.417480
够用,0.417448
东美,0.417397
登车,0.417396
松松,0.417212
舍身取义,0.417175
正当权益,0.417144
亚琛,0.417126
二用,0.417084
无人驾驶,0.417078
人员名单,0.417062
尘肺病,0.417054
昆明机场,0.416909
照单全收,0.416886
彩旗,0.416881
留声,0.416657
应答,0.416627
更为重要,0.416621
寻花问柳,0.416594
新体验,0.416493
香港电影,0.416454
玛多,0.416349
老公公,0.416253
有求,0.416196
踏歌,0.416188
寄生虫,0.416161
网货,0.416153
毫不迟疑,0.416030
歌舞厅,0.416016
共食,0.415889
凶兆,0.415885
北里,0.415809
反感,0.415662
海南省政府,0.415615
小灶,0.415569
糖精,0.415446
老家,0.415413
大甩卖,0.415195
耿彦波,0.415123
清晰可见,0.415059
薛先生,0.415059
袁家村,0.414939
顾不上,0.414860
仰视,0.414794
位姓,0.414770
意境,0.414748
测字,0.414652
贻害,0.414625
农区,0.414613
瓷砖,0.414601
释怀,0.414537
马帮,0.414473
水流,0.414471
收不到,0.414412
冷板凳,0.414338
接过,0.414268
留到,0.414206
混世,0.413990
张大伟,0.413949
配称,0.413946
分崩离析,0.413881
馈赠,0.413819
精神力量,0.413768
老先生,0.413686
老伙计,0.413617
心想事成,0.413610
龙泉寺,0.413461
奔波,0.413413
复盘,0.413408
地面部队,0.413337
都要跟,0.413229
鞋子,0.413186
大考,0.413129
孙姓,0.413084
小篆,0.413061
逊尼派,0.413021
长度,0.412990
降调,0.412942
大音希声,0.412934
范围广,0.412783
买通,0.412696
杨江,0.412647
冲霄,0.412623
花生壳,0.412524
真想在,0.412499
西澳,0.412488
未找到,0.412473
源代码,0.412453
和为贵,0.412385
秋心,0.412385
各有千秋,0.412365
区市,0.412363
洗得,0.412323
华春莹,0.412096
口口相传,0.412046
断轴,0.411907
耗尽,0.411905
紧紧围绕,0.411847
放足,0.411836
史纲,0.411826
指标,0.411779
作家,0.411778
小蔡,0.411749
投资方,0.411642
盘都,0.411617
付诸东流,0.411616
课业,0.411558
发传单,0.411547
会议主题,0.411516
总产值,0.411511
日子,0.411414
无偿献血,0.411295
城镇居民,0.411254
无可争辩,0.411251
各部位,0.411233
干干,0.411217
如梦方醒,0.411200
包罗万象,0.411067
外语系,0.411020
借款人,0.411005
千金难买,0.410870
赏赐,0.410810
包菜,0.410533
反衬,0.410437
透入,0.410396
袒护,0.410367
这辈子,0.410354
刘利,0.410272
雪地,0.410262
挽起,0.410246
高品质,0.410201
溜溜达达,0.410170
表现,0.410123
直刺,0.410077
杰出人物,0.410032
精益,0.410014
好赌,0.409892
来来去去,0.409880
后文,0.409809
不同之处,0.409788
活脱脱,0.409760
行程,0.409518
负罪感,0.409484
血液病,0.409466
粉条,0.409425
现场,0.409295
每队,0.409232
饭庄,0.409217
跟风,0.409209
肥胖,0.409028
白药,0.409019
沉浸,0.408910
张会英,0.408892
好好学习,0.408741
机上,0.408656
玲珑塔,0.408539
飞奔,0.408489
依法办案,0.408412
轰炸机,0.408371
暴政,0.408369
效仿,0.408277
讲实话,0.408269
哥俩好,0.408223
心急火燎,0.408223
年始,0.408122
决不能,0.408114
峡谷,0.407983
亮色,0.407960
唱到,0.407949
爬上去,0.407936
行为规范,0.407901
爵士音乐,0.407874
地震台,0.407858
风情万种,0.407734
研究部署,0.407614
榨干,0.407500
土星,0.407472
慈父,0.407456
流血流汗,0.407436
劳动合同,0.407394
数据,0.407359
罗保铭,0.407323
空车,0.407315
某种原因,0.407287
变位,0.407242
车斗,0.407151
梁林,0.407139
涉案,0.407102
乡愁,0.407101
裂解,0.407084
许胜,0.406997
不惜一切,0.406869
不满情绪,0.406838
归你,0.406837
底座,0.406806
葬送,0.406775
参赛,0.406772
停驻,0.406701
一览无余,0.406690
降温,0.406680
复审,0.406671
碧天,0.406600
百分制,0.406562
坐得,0.406538
周周有,0.406492
血燕,0.406491
捞一把,0.406454
份额,0.406378
跑步机,0.406101
芒果树,0.406033
佩刀,0.405949
许琦,0.405890
挖空,0.405882
姜水,0.405872
用兵一时,0.405760
排水系统,0.405533
广告宣传,0.405425
顿失,0.405397
中国籍,0.405365
印在,0.405316
脚本,0.405220
常识,0.405006
陈少雄,0.404992
好成绩,0.404991
衷情,0.404893
炊具,0.404812
冒点,0.404733
去芜存菁,0.404700
盗采,0.404607
忍受,0.404531
分隔,0.404527
烟雨,0.404472
地位,0.404446
雅马哈,0.404422
经贸合作,0.404263
枯藤,0.404220
所求,0.404213
将要,0.404213
状况,0.404202
胡适,0.404170
美国联邦政府,0.404017
构架,0.403978
脚踏实地,0.403976
原条,0.403976
肉蛋,0.403937
立水桥,0.403937
凌波,0.403820
傈僳族,0.403799
闯荡,0.403753
生孩子,0.403641
一杯水,0.403608
朝阳公园,0.403564
小学,0.403422
刺字,0.403388
人才需求,0.403349
颇具规模,0.403343
洗牙,0.403278
有法不依,0.403252
挥之,0.403220
准备好,0.403213
魔高一尺,0.403165
杜俊,0.403143
管辖,0.403132
打野,0.403112
凉面,0.403014
配备,0.402974
认识论,0.402902
向后,0.402808
老掉牙,0.402716
隔三岔五,0.402693
一掷,0.402669
猪肝,0.402603
霞飞路,0.402602
香瓜,0.402506
贸易逆差,0.402431
粗心,0.402231
共守,0.402170
弃官,0.402091
展示会,0.402087
转小,0.402083
男儿,0.401985
哪有什么,0.401956
借力,0.401872
鱼贩,0.401791
暴雪,0.401760
刘韧,0.401738
抢手,0.401736
写真集,0.401680
苏州乐园,0.401677
泥淖,0.401673
文笔,0.401600
管仲,0.401588
高铁,0.401419
节气,0.401395
那厢,0.401296
双腿,0.401292
自守,0.401286
望远镜,0.401237
北市,0.401208
虚火,0.401163
狠劲,0.401105
料及,0.401083
业务,0.400983
独资,0.400941
枪林弹雨,0.400898
积劳成疾,0.400879
引来,0.400783
领导干部,0.400735
巴黎市政府,0.400719
惩恶扬善,0.400664
非常态,0.400623
皮包公司,0.400598
仙洞,0.400594
恻隐之心,0.400573
课程表,0.400476
尿急,0.400454
草坡,0.400452
东坑镇,0.400444
昊宇,0.400423
展展,0.400340
诈骗犯,0.400256
季刊,0.400255
跟前,0.400139
荡然无存,0.400075
弹道导弹,0.399926
蜀都,0.399921
不管三七二十一,0.399885
火拼,0.399823
安拉,0.399737
疑惑,0.399643
担当,0.399589
每月,0.399566
那是何,0.399450
为期,0.399446
古乐,0.399378
年产量,0.399368
发狂,0.399341
王璇,0.399331
图书室,0.399214
一日游,0.399177
这股,0.399160
口实,0.399131
追回来,0.399112
光临指导,0.399085
李可染,0.399019
杞人忧天,0.399014
下凡,0.398929
便利化,0.398920
一亩地,0.398836
撞出,0.398689
因循,0.398643
理科生,0.398640
擂主,0.398512
一姓,0.398374
月相,0.398320
赶忙,0.398182
小册,0.398168
占地,0.398138
二三百,0.398088
枫亭,0.398083
查下,0.398019
日理万机,0.397946
白昼,0.397906
板球,0.397852
按摩院,0.397833
王化,0.397797
熟练,0.397765
过晚,0.397711
四川饭店,0.397703
衰败,0.397686
独孤求败,0.397595
混一,0.397458
涉密,0.397434
青墩,0.397370
发展中国家,0.397219
非一日之寒,0.397063
胆大心细,0.397033
鄢陵,0.396977
此类,0.396966
倒戈,0.396924
绞肉机,0.396843
沉浸于,0.396719
脸蛋,0.396621
出任,0.396586
元葱,0.396584
盛怒,0.396383
喂鱼,0.396373
北京吉普,0.396323
安全帽,0.396296
自有一套,0.396264
每周日,0.396185
机种,0.396136
地雷战,0.396119
故步自封,0.396035
重置,0.395945
曹广晶,0.395796
甘菊,0.395758
三亚湾,0.395715
老门,0.395647
删帖,0.395559
一壶酒,0.395542
建园,0.395511
王健林,0.395504
光线,0.395491
敌视,0.395411
汉民,0.395398
立案侦查,0.395236
拯救者,0.395214
秋枫,0.395023
马里兰州,0.395011
升迁,0.395002
劝慰,0.394976
牛岭,0.394900
公交,0.394683
粪便,0.394670
摄影协会,0.394652
印书,0.394611
果腹,0.394316
严峰,0.394227
死循环,0.394222
往南,0.394217
北京市教委,0.394206
四溅,0.394057
红黄,0.394054
越大,0.393992
花季少女,0.393750
郭丹丹,0.393663
橡皮图章,0.393652
身板,0.393634
东施,0.393616
家谱,0.393534
过浓,0.393509
音视频,0.393494
上下游,0.393328
驱动力,0.393314
布兰森,0.393313
国家标准,0.393269
无人之境,0.393203
传送带,0.393113
核实,0.393112
难听,0.393057
刘夏,0.392964
外国人,0.392956
坐诊,0.392935
肉圆,0.392858
国家工商行政管理总局,0.392813
偶然间,0.392776
可租,0.392765
误事,0.392595
全泰,0.392571
上下浮动,0.392515
超级计算机,0.392418
修行,0.392385
晚宴,0.392346
御宴,0.392336
足球报,0.392318
补货,0.392240
酒店业,0.392202
扫帚星,0.392178
蝴蝶兰,0.392152
骄人,0.392039
摇摇头,0.392038
四季豆,0.392006
长一智,0.391929
自然科学,0.391863
甜杏仁,0.391860
足量,0.391842
郭某,0.391685
疾速,0.391620
银碗,0.391530
画作,0.391474
纯音乐,0.391414
缺钙,0.391190
上海师范大学,0.391165
才如,0.391129
价目表,0.391040
求真务实,0.391035
眼袋,0.391030
探险者,0.390990
简明扼要,0.390925
普通法,0.390904
常听,0.390804
咋弄,0.390745
富贵荣华,0.390687
高山上,0.390680
粉墨,0.390553
无底洞,0.390525
刺骨,0.390522
男尸,0.390498
华航,0.390418
景逸,0.390406
艺术大师,0.390309
瞅着,0.390259
鱼虫,0.390254
说教,0.390195
飒爽,0.390174
加班,0.390093
投诉,0.390070
人类学,0.390034
错判,0.389984
咨讯,0.389948
金榜题名,0.389844
奔流,0.389777
想念,0.389756
鬼混,0.389732
海国,0.389707
倾轧,0.389674
磕磕绊绊,0.389663
缺氧,0.389660
印有,0.389654
牛是,0.389591
诺奖,0.389564
回事儿,0.389553
小九九,0.389531
德高望重,0.389507
涌上,0.389391
敢为人先,0.389376
致死,0.389340
潜海,0.389297
短租,0.389294
每平方米,0.389287
张先,0.389257
废品收购站,0.389256
融入,0.389211
记忆里,0.389203
较差,0.389169
积极探索,0.389165
易信,0.389106
自然生态系统,0.389087
清扫,0.388993
英语,0.388960
彝语,0.388857
都在看,0.388814
陈道明,0.388806
误撞,0.388710
物有所值,0.388561
不顾后果,0.388256
晚饭,0.388098
深圳晚报,0.387920
官方消息,0.387841
渺渺,0.387815
难料,0.387692
支配权,0.387618
聊过,0.387576
长街,0.387475
保送,0.387323
煤烟,0.387279
糕点,0.387218
抒发,0.387188
盏灯,0.387125
出版界,0.387125
现象,0.386953
龙海市,0.386944
岷江,0.386682
练起来,0.386673
投以,0.386634
沿街,0.386536
行脚,0.386514
提纯,0.386505
房后,0.386405
三连冠,0.386327
陈子善,0.386304
宠物市场,0.386279
雷某,0.386277
操劳,0.386227
片儿警,0.386198
宝泰,0.386037
遗言,0.385854
连坐,0.385848
阅览室,0.385831
颇为,0.385810
东夷,0.385732
万字,0.385716
路易十五,0.385622
仇敌,0.385532
建筑面积,0.385513
色彩斑斓,0.385459
妙极了,0.385453
群山,0.385375
欧姆龙,0.385271
长片,0.385270
果味,0.385258
冷雾,0.385220
穿插,0.385201
学开车,0.385015
牛王,0.384857
朝前,0.384772
轻盈,0.384766
此书,0.384741
新生儿,0.384708
申请人,0.384572
用来,0.384478
处女作,0.384269
翩翩,0.384156
锁不住,0.384012
古井贡酒,0.383801
广内,0.383740
刚度,0.383574
刮风下雨,0.383463
寒微,0.383378
偶见,0.383093
裘皮,0.383092
相互影响,0.383070
墨镜,0.383046
豆浆机,0.382955
厦门岛,0.382929
洗发露,0.382919
扯平,0.382715
交于,0.382657
不怎么,0.382570
捆着,0.382560
雨霖,0.382543
案件,0.382537
驯兽师,0.382442
黑云压城,0.382295
交差,0.382179
都过,0.382109
治罪,0.382097
直率,0.382083
车头,0.382038
安全,0.382028
发泄,0.381884
炸掉,0.381876
消防安全,0.381781
恰克图,0.381650
扩大内需,0.381644
一言以蔽之,0.381607
